episode,env_steps,ep_reward,win,safe_revealed,total_safe,ep_actions,mine_hit
87,345,7.97,0,18,21,3,1
88,348,8.47,0,19,22,3,1
89,349,12.99,1,22,25,1,0
90,354,9.45,0,21,24,5,1
91,355,-1.01,0,0,3,1,1
92,360,4.45,0,11,14,5,1
93,364,8.46,0,19,22,4,1
94,370,6.94,0,16,19,6,1
95,371,-1.01,0,0,3,1,1
96,373,8.48,0,19,22,2,1
97,377,8.46,0,19,22,4,1
98,380,8.97,0,20,23,3,1
99,382,9.48,0,21,24,2,1
100,383,-1.01,0,0,3,1,1
101,387,12.96,1,22,25,4,0
102,388,-1.01,0,0,3,1,1
103,396,7.92,0,18,21,8,1
104,398,8.48,0,19,22,2,1
105,401,-0.03,0,2,5,3,1
106,411,6.4,0,15,18,10,1
107,416,12.95,1,22,25,5,0
108,421,8.45,0,19,22,5,1
109,425,7.46,0,17,20,4,1
110,429,6.96,0,16,19,4,1
111,430,-1.01,0,0,3,1,1
112,431,-1.01,0,0,3,1,1
113,433,7.98,0,18,21,2,1
114,440,7.43,0,17,20,7,1
115,442,9.48,0,21,24,2,1
116,449,9.43,0,21,24,7,1
117,453,9.46,0,21,24,4,1
118,458,8.95,0,20,23,5,1
119,461,7.97,0,18,21,3,1
120,465,9.46,0,21,24,4,1
121,470,8.95,0,20,23,5,1
122,473,2.47,0,7,10,3,1
123,479,8.94,0,20,23,6,1
124,481,9.48,0,21,24,2,1
125,482,-1.01,0,0,3,1,1
126,484,6.48,0,15,18,2,1
127,488,8.96,0,20,23,4,1
128,493,2.95,0,8,11,5,1
129,497,0.46,0,3,6,4,1
130,503,1.44,0,5,8,6,1
131,504,-1.01,0,0,3,1,1
132,507,7.97,0,18,21,3,1
133,513,7.44,0,17,20,6,1
134,516,9.47,0,21,24,3,1
135,519,9.47,0,21,24,3,1
136,521,-0.52,0,1,4,2,1
137,525,8.96,0,20,23,4,1
138,526,12.99,1,22,25,1,0
139,530,0.46,0,3,6,4,1
140,534,9.46,0,21,24,4,1
141,539,8.95,0,20,23,5,1
142,541,-0.52,0,1,4,2,1
143,545,9.46,0,21,24,4,1
144,550,9.45,0,21,24,5,1
145,551,-1.01,0,0,3,1,1
146,555,9.46,0,21,24,4,1
147,557,-0.52,0,1,4,2,1
148,563,8.44,0,19,22,6,1
149,573,12.9,1,22,25,10,0
150,574,-1.01,0,0,3,1,1
151,576,1.98,0,6,9,2,1
152,580,7.46,0,17,20,4,1
153,585,0.95,0,4,7,5,1
154,596,8.39,0,19,22,11,1
155,598,-0.52,0,1,4,2,1
156,601,-0.03,0,2,5,3,1
157,606,12.95,1,22,25,5,0
158,608,9.48,0,21,24,2,1
159,610,2.98,0,8,11,2,1
160,613,12.97,1,22,25,3,0
161,614,-1.01,0,0,3,1,1
162,617,7.97,0,18,21,3,1
163,623,9.44,0,21,24,6,1
164,624,-1.01,0,0,3,1,1
165,630,7.94,0,18,21,6,1
166,633,-0.03,0,2,5,3,1
167,636,4.47,0,11,14,3,1
168,638,7.98,0,18,21,2,1
169,639,-1.01,0,0,3,1,1
170,641,9.48,0,21,24,2,1
171,646,6.45,0,15,18,5,1
172,653,9.43,0,21,24,7,1
173,657,8.46,0,19,22,4,1
174,660,8.47,0,19,22,3,1
175,665,7.95,0,18,21,5,1
176,672,8.93,0,20,23,7,1
177,674,12.98,1,22,25,2,0
178,676,-0.52,0,1,4,2,1
179,679,8.47,0,19,22,3,1
180,682,7.97,0,18,21,3,1
181,684,7.98,0,18,21,2,1
182,688,8.96,0,20,23,4,1
183,691,-0.03,0,2,5,3,1
184,695,7.46,0,17,20,4,1
185,698,6.97,0,16,19,3,1
186,699,-1.01,0,0,3,1,1
187,701,12.98,1,22,25,2,0
188,703,8.48,0,19,22,2,1
189,709,8.94,0,20,23,6,1
190,710,-1.01,0,0,3,1,1
191,715,9.45,0,21,24,5,1
192,716,-1.01,0,0,3,1,1
193,717,-1.01,0,0,3,1,1
194,720,4.47,0,11,14,3,1
195,723,8.47,0,19,22,3,1
196,725,7.98,0,18,21,2,1
197,730,12.95,1,22,25,5,0
198,739,9.41,0,21,24,9,1
199,745,9.44,0,21,24,6,1
200,749,6.46,0,15,18,4,1
201,752,8.97,0,20,23,3,1
202,757,0.95,0,4,7,5,1
203,765,8.42,0,19,22,8,1
204,771,7.44,0,17,20,6,1
205,773,7.98,0,18,21,2,1
206,776,-0.03,0,2,5,3,1
207,778,9.48,0,21,24,2,1
208,783,0.95,0,4,7,5,1
209,788,9.45,0,21,24,5,1
210,792,8.96,0,20,23,4,1
211,795,9.47,0,21,24,3,1
212,800,9.45,0,21,24,5,1
213,806,7.44,0,17,20,6,1
214,807,-1.01,0,0,3,1,1
215,811,0.46,0,3,6,4,1
216,814,7.47,0,17,20,3,1
217,823,8.91,0,20,23,9,1
218,827,7.96,0,18,21,4,1
219,830,-0.03,0,2,5,3,1
220,832,-0.52,0,1,4,2,1
221,834,7.48,0,17,20,2,1
222,845,8.89,0,20,23,11,1
223,850,12.95,1,22,25,5,0
224,856,1.44,0,5,8,6,1
225,858,9.48,0,21,24,2,1
226,863,4.95,0,12,15,5,1
227,868,7.95,0,18,21,5,1
228,876,4.42,0,11,14,8,1
229,881,4.95,0,12,15,5,1
230,884,9.47,0,21,24,3,1
231,889,9.45,0,21,24,5,1
232,897,7.92,0,18,21,8,1
233,898,-1.01,0,0,3,1,1
234,900,8.98,0,20,23,2,1
235,904,7.96,0,18,21,4,1
236,906,9.48,0,21,24,2,1
237,909,8.47,0,19,22,3,1
238,915,9.44,0,21,24,6,1
239,916,-1.01,0,0,3,1,1
240,919,8.47,0,19,22,3,1
241,921,3.48,0,9,12,2,1
242,926,12.95,1,22,25,5,0
243,928,-0.52,0,1,4,2,1
244,932,9.46,0,21,24,4,1
245,936,0.46,0,3,6,4,1
246,939,8.47,0,19,22,3,1
247,944,8.45,0,19,22,5,1
248,945,-1.01,0,0,3,1,1
249,950,6.95,0,16,19,5,1
250,951,-1.01,0,0,3,1,1
251,953,12.98,1,22,25,2,0
252,966,8.37,0,19,22,13,1
253,973,7.43,0,17,20,7,1
254,979,8.94,0,20,23,6,1
255,984,12.95,1,22,25,5,0
256,990,7.94,0,18,21,6,1
257,996,12.94,1,22,25,6,0
258,1006,8.9,0,20,23,10,1
259,1008,4.98,0,12,15,2,1
260,1013,12.95,1,22,25,5,0
261,1019,8.44,0,19,22,6,1
262,1021,7.98,0,18,21,2,1
263,1023,-0.52,0,1,4,2,1
264,1024,-1.01,0,0,3,1,1
265,1028,0.46,0,3,6,4,1
266,1033,8.95,0,20,23,5,1
267,1036,6.97,0,16,19,3,1
268,1038,9.48,0,21,24,2,1
269,1043,9.45,0,21,24,5,1
270,1045,7.98,0,18,21,2,1
271,1048,-0.03,0,2,5,3,1
272,1057,6.91,0,16,19,9,1
273,1060,7.47,0,17,20,3,1
274,1064,2.96,0,8,11,4,1
275,1070,8.94,0,20,23,6,1
276,1071,12.99,1,22,25,1,0
277,1075,12.96,1,22,25,4,0
278,1081,3.94,0,10,13,6,1
279,1083,1.98,0,6,9,2,1
280,1088,6.95,0,16,19,5,1
281,1090,8.48,0,19,22,2,1
282,1092,9.48,0,21,24,2,1
283,1098,8.44,0,19,22,6,1
284,1102,8.96,0,20,23,4,1
285,1104,9.48,0,21,24,2,1
286,1106,-0.52,0,1,4,2,1
287,1110,2.96,0,8,11,4,1
288,1116,4.94,0,12,15,6,1
289,1118,5.48,0,13,16,2,1
290,1120,7.98,0,18,21,2,1
291,1123,-0.03,0,2,5,3,1
292,1128,8.45,0,19,22,5,1
293,1131,8.97,0,20,23,3,1
294,1136,12.95,1,22,25,5,0
295,1140,7.96,0,18,21,4,1
296,1145,8.45,0,19,22,5,1
297,1148,3.97,0,10,13,3,1
298,1150,9.48,0,21,24,2,1
299,1152,-0.52,0,1,4,2,1
300,1157,6.95,0,16,19,5,1
301,1163,4.94,0,12,15,6,1
302,1164,-1.01,0,0,3,1,1
303,1167,8.47,0,19,22,3,1
304,1171,9.46,0,21,24,4,1
305,1175,8.46,0,19,22,4,1
306,1179,3.96,0,10,13,4,1
307,1186,9.43,0,21,24,7,1
308,1190,7.46,0,17,20,4,1
309,1194,8.96,0,20,23,4,1
310,1195,-1.01,0,0,3,1,1
311,1197,-0.52,0,1,4,2,1
312,1201,5.46,0,13,16,4,1
313,1205,6.96,0,16,19,4,1
314,1211,8.44,0,19,22,6,1
315,1216,8.95,0,20,23,5,1
316,1218,3.98,0,10,13,2,1
317,1220,-0.52,0,1,4,2,1
318,1223,6.47,0,15,18,3,1
319,1227,6.46,0,15,18,4,1
320,1230,7.47,0,17,20,3,1
321,1234,12.96,1,22,25,4,0
322,1238,5.96,0,14,17,4,1
323,1246,8.42,0,19,22,8,1
324,1248,-0.52,0,1,4,2,1
325,1249,-1.01,0,0,3,1,1
326,1251,7.98,0,18,21,2,1
327,1253,6.98,0,16,19,2,1
328,1257,2.96,0,8,11,4,1
329,1261,9.46,0,21,24,4,1
330,1262,-1.01,0,0,3,1,1
331,1263,-1.01,0,0,3,1,1
332,1273,5.4,0,13,16,10,1
333,1276,-0.03,0,2,5,3,1
334,1278,-0.52,0,1,4,2,1
335,1284,9.44,0,21,24,6,1
336,1288,9.46,0,21,24,4,1
337,1291,9.47,0,21,24,3,1
338,1295,7.96,0,18,21,4,1
339,1297,-0.52,0,1,4,2,1
340,1300,-0.03,0,2,5,3,1
341,1304,7.96,0,18,21,4,1
342,1311,8.93,0,20,23,7,1
343,1315,0.46,0,3,6,4,1
344,1318,8.97,0,20,23,3,1
345,1319,-1.01,0,0,3,1,1
346,1321,12.98,1,22,25,2,0
347,1323,-0.52,0,1,4,2,1
348,1332,9.41,0,21,24,9,1
349,1338,3.94,0,10,13,6,1
350,1346,5.92,0,14,17,8,1
351,1351,8.95,0,20,23,5,1
352,1353,8.48,0,19,22,2,1
353,1357,7.46,0,17,20,4,1
354,1359,8.48,0,19,22,2,1
355,1362,2.47,0,7,10,3,1
356,1368,7.44,0,17,20,6,1
357,1369,-1.01,0,0,3,1,1
358,1374,4.95,0,12,15,5,1
359,1380,9.44,0,21,24,6,1
360,1388,5.92,0,14,17,8,1
361,1391,4.47,0,11,14,3,1
362,1395,9.46,0,21,24,4,1
363,1400,6.95,0,16,19,5,1
364,1402,-0.52,0,1,4,2,1
365,1409,1.93,0,6,9,7,1
366,1410,-1.01,0,0,3,1,1
367,1414,8.96,0,20,23,4,1
368,1416,-0.52,0,1,4,2,1
369,1420,8.96,0,20,23,4,1
370,1421,-1.01,0,0,3,1,1
371,1423,7.98,0,18,21,2,1
372,1427,6.46,0,15,18,4,1
373,1428,-1.01,0,0,3,1,1
374,1433,9.45,0,21,24,5,1
375,1436,5.97,0,14,17,3,1
376,1437,-1.01,0,0,3,1,1
377,1445,9.42,0,21,24,8,1
378,1446,-1.01,0,0,3,1,1
379,1452,8.44,0,19,22,6,1
380,1455,-0.03,0,2,5,3,1
381,1460,9.45,0,21,24,5,1
382,1463,6.47,0,15,18,3,1
383,1465,-0.52,0,1,4,2,1
384,1470,5.95,0,14,17,5,1
385,1473,-0.03,0,2,5,3,1
386,1477,12.96,1,22,25,4,0
387,1481,9.46,0,21,24,4,1
388,1487,8.94,0,20,23,6,1
389,1489,12.98,1,22,25,2,0
390,1494,7.95,0,18,21,5,1
391,1496,12.98,1,22,25,2,0
392,1500,8.46,0,19,22,4,1
393,1504,8.96,0,20,23,4,1
394,1507,6.97,0,16,19,3,1
395,1511,9.46,0,21,24,4,1
396,1514,5.97,0,14,17,3,1
397,1517,4.47,0,11,14,3,1
398,1518,-1.01,0,0,3,1,1
399,1520,9.48,0,21,24,2,1
400,1522,-0.52,0,1,4,2,1
401,1525,-0.03,0,2,5,3,1
402,1528,8.97,0,20,23,3,1
403,1531,7.97,0,18,21,3,1
404,1533,-0.52,0,1,4,2,1
405,1534,-1.01,0,0,3,1,1
406,1535,-1.01,0,0,3,1,1
407,1539,0.46,0,3,6,4,1
408,1543,9.46,0,21,24,4,1
409,1544,-1.01,0,0,3,1,1
410,1547,5.97,0,14,17,3,1
411,1553,8.94,0,20,23,6,1
412,1554,-1.01,0,0,3,1,1
413,1556,4.48,0,11,14,2,1
414,1559,8.97,0,20,23,3,1
415,1565,4.94,0,12,15,6,1
416,1566,-1.01,0,0,3,1,1
417,1568,-0.52,0,1,4,2,1
418,1571,8.97,0,20,23,3,1
419,1576,8.45,0,19,22,5,1
420,1581,8.45,0,19,22,5,1
421,1582,-1.01,0,0,3,1,1
422,1585,7.97,0,18,21,3,1
423,1587,12.98,1,22,25,2,0
424,1591,4.46,0,11,14,4,1
425,1593,6.48,0,15,18,2,1
426,1595,-0.52,0,1,4,2,1
427,1596,-1.01,0,0,3,1,1
428,1599,6.47,0,15,18,3,1
429,1607,9.42,0,21,24,8,1
430,1612,7.45,0,17,20,5,1
431,1613,12.99,1,22,25,1,0
432,1617,6.96,0,16,19,4,1
433,1622,12.95,1,22,25,5,0
434,1627,12.95,1,22,25,5,0
435,1629,8.48,0,19,22,2,1
436,1631,9.48,0,21,24,2,1
437,1636,7.95,0,18,21,5,1
438,1643,8.93,0,20,23,7,1
439,1648,9.45,0,21,24,5,1
440,1649,-1.01,0,0,3,1,1
441,1651,-0.52,0,1,4,2,1
442,1656,8.95,0,20,23,5,1
443,1658,8.98,0,20,23,2,1
444,1659,-1.01,0,0,3,1,1
445,1662,6.97,0,16,19,3,1
446,1664,5.48,0,13,16,2,1
447,1665,-1.01,0,0,3,1,1
448,1673,7.92,0,18,21,8,1
449,1678,8.45,0,19,22,5,1
450,1684,9.44,0,21,24,6,1
451,1693,8.41,0,19,22,9,1
452,1698,7.95,0,18,21,5,1
453,1705,9.43,0,21,24,7,1
454,1710,7.45,0,17,20,5,1
455,1711,-1.01,0,0,3,1,1
456,1714,7.97,0,18,21,3,1
457,1721,7.93,0,18,21,7,1
458,1722,12.99,1,22,25,1,0
459,1729,6.93,0,16,19,7,1
460,1730,-1.01,0,0,3,1,1
461,1732,8.48,0,19,22,2,1
462,1733,-1.01,0,0,3,1,1
463,1735,8.48,0,19,22,2,1
464,1741,8.44,0,19,22,6,1
465,1744,9.47,0,21,24,3,1
466,1750,8.94,0,20,23,6,1
467,1754,9.46,0,21,24,4,1
468,1760,8.44,0,19,22,6,1
469,1763,-0.03,0,2,5,3,1
470,1768,6.95,0,16,19,5,1
471,1772,4.96,0,12,15,4,1
472,1776,0.46,0,3,6,4,1
473,1777,-1.01,0,0,3,1,1
474,1781,7.46,0,17,20,4,1
475,1782,-1.01,0,0,3,1,1
476,1786,12.96,1,22,25,4,0
477,1787,-1.01,0,0,3,1,1
478,1789,6.98,0,16,19,2,1
479,1794,8.45,0,19,22,5,1
480,1804,8.4,0,19,22,10,1
481,1809,4.45,0,11,14,5,1
482,1813,8.96,0,20,23,4,1
483,1818,8.95,0,20,23,5,1
484,1822,12.96,1,22,25,4,0
485,1827,7.95,0,18,21,5,1
486,1829,9.48,0,21,24,2,1
487,1831,12.98,1,22,25,2,0
488,1836,8.45,0,19,22,5,1
489,1838,9.48,0,21,24,2,1
490,1845,1.93,0,6,9,7,1
491,1850,7.45,0,17,20,5,1
492,1854,0.46,0,3,6,4,1
493,1858,7.46,0,17,20,4,1
494,1868,4.9,0,12,15,10,1
495,1870,8.98,0,20,23,2,1
496,1872,8.98,0,20,23,2,1
497,1874,-0.52,0,1,4,2,1
498,1877,-0.03,0,2,5,3,1
499,1881,9.46,0,21,24,4,1
500,1883,7.98,0,18,21,2,1
501,1893,6.4,0,15,18,10,1
502,1895,9.48,0,21,24,2,1
503,1900,7.45,0,17,20,5,1
504,1903,5.97,0,14,17,3,1
505,1904,-1.01,0,0,3,1,1
506,1907,-0.03,0,2,5,3,1
507,1909,-0.52,0,1,4,2,1
508,1910,-1.01,0,0,3,1,1
509,1914,9.46,0,21,24,4,1
510,1918,9.46,0,21,24,4,1
511,1921,-0.03,0,2,5,3,1
512,1926,7.95,0,18,21,5,1
513,1928,9.48,0,21,24,2,1
514,1931,8.47,0,19,22,3,1
515,1933,7.98,0,18,21,2,1
516,1934,12.99,1,22,25,1,0
517,1936,7.48,0,17,20,2,1
518,1939,5.47,0,13,16,3,1
519,1941,-0.52,0,1,4,2,1
520,1944,7.97,0,18,21,3,1
521,1946,7.48,0,17,20,2,1
522,1950,3.46,0,9,12,4,1
523,1951,-1.01,0,0,3,1,1
524,1954,8.47,0,19,22,3,1
525,1962,7.92,0,18,21,8,1
526,1965,8.47,0,19,22,3,1
527,1970,0.95,0,4,7,5,1
528,1975,7.45,0,17,20,5,1
529,1977,9.48,0,21,24,2,1
530,1982,12.95,1,22,25,5,0
531,1984,6.48,0,15,18,2,1
532,1992,5.92,0,14,17,8,1
533,1994,7.48,0,17,20,2,1
534,1995,-1.01,0,0,3,1,1
535,1999,6.46,0,15,18,4,1
536,2006,1.93,0,6,9,7,1
537,2011,6.95,0,16,19,5,1
538,2013,6.48,0,15,18,2,1
539,2022,5.91,0,14,17,9,1
540,2030,8.92,0,20,23,8,1
541,2035,8.95,0,20,23,5,1
542,2038,7.47,0,17,20,3,1
543,2047,8.41,0,19,22,9,1
544,2048,-1.01,0,0,3,1,1
545,2052,8.96,0,20,23,4,1
546,2058,8.94,0,20,23,6,1
547,2066,9.42,0,21,24,8,1
548,2068,4.98,0,12,15,2,1
549,2071,9.47,0,21,24,3,1
550,2073,6.98,0,16,19,2,1
551,2075,12.98,1,22,25,2,0
552,2080,9.45,0,21,24,5,1
553,2082,9.48,0,21,24,2,1
554,2086,5.96,0,14,17,4,1
555,2090,0.46,0,3,6,4,1
556,2096,8.44,0,19,22,6,1
557,2097,-1.01,0,0,3,1,1
558,2108,9.39,0,21,24,11,1
559,2115,8.93,0,20,23,7,1
560,2120,9.45,0,21,24,5,1
561,2121,-1.01,0,0,3,1,1
562,2129,7.92,0,18,21,8,1
563,2136,4.93,0,12,15,7,1
564,2137,-1.01,0,0,3,1,1
565,2139,1.98,0,6,9,2,1
566,2142,8.47,0,19,22,3,1
567,2144,5.48,0,13,16,2,1
568,2147,2.47,0,7,10,3,1
569,2154,1.93,0,6,9,7,1
570,2164,6.9,0,16,19,10,1
571,2167,8.47,0,19,22,3,1
572,2170,-0.03,0,2,5,3,1
573,2171,-1.01,0,0,3,1,1
574,2175,6.46,0,15,18,4,1
575,2177,3.48,0,9,12,2,1
576,2182,9.45,0,21,24,5,1
577,2184,-0.52,0,1,4,2,1
578,2187,2.47,0,7,10,3,1
579,2191,8.96,0,20,23,4,1
580,2193,-0.52,0,1,4,2,1
581,2201,6.92,0,16,19,8,1
582,2206,8.95,0,20,23,5,1
583,2209,7.97,0,18,21,3,1
584,2211,8.98,0,20,23,2,1
585,2218,9.43,0,21,24,7,1
586,2221,6.97,0,16,19,3,1
587,2224,12.97,1,22,25,3,0
588,2226,8.48,0,19,22,2,1
589,2231,7.45,0,17,20,5,1
590,2236,12.95,1,22,25,5,0
591,2238,-0.52,0,1,4,2,1
592,2245,7.93,0,18,21,7,1
593,2248,7.97,0,18,21,3,1
594,2251,8.97,0,20,23,3,1
595,2254,5.47,0,13,16,3,1
596,2258,12.96,1,22,25,4,0
597,2261,8.47,0,19,22,3,1
598,2265,0.46,0,3,6,4,1
599,2268,12.97,1,22,25,3,0
600,2270,-0.52,0,1,4,2,1
601,2272,8.98,0,20,23,2,1
602,2275,-0.03,0,2,5,3,1
603,2277,-0.52,0,1,4,2,1
604,2282,12.95,1,22,25,5,0
605,2286,9.46,0,21,24,4,1
606,2292,1.44,0,5,8,6,1
607,2294,-0.52,0,1,4,2,1
608,2299,8.95,0,20,23,5,1
609,2307,5.42,0,13,16,8,1
610,2311,8.46,0,19,22,4,1
611,2313,6.98,0,16,19,2,1
612,2319,5.44,0,13,16,6,1
613,2322,7.97,0,18,21,3,1
614,2324,8.98,0,20,23,2,1
615,2328,8.96,0,20,23,4,1
616,2331,8.97,0,20,23,3,1
617,2336,5.45,0,13,16,5,1
618,2348,8.38,0,19,22,12,1
619,2352,9.46,0,21,24,4,1
620,2353,-1.01,0,0,3,1,1
621,2354,-1.01,0,0,3,1,1
622,2360,6.94,0,16,19,6,1
623,2368,7.92,0,18,21,8,1
624,2372,9.46,0,21,24,4,1
625,2374,-0.52,0,1,4,2,1
626,2377,8.47,0,19,22,3,1
627,2381,9.46,0,21,24,4,1
628,2384,9.47,0,21,24,3,1
629,2388,7.46,0,17,20,4,1
630,2392,8.96,0,20,23,4,1
631,2394,-0.52,0,1,4,2,1
632,2395,-1.01,0,0,3,1,1
633,2401,9.44,0,21,24,6,1
634,2403,9.48,0,21,24,2,1
635,2407,8.96,0,20,23,4,1
636,2410,6.97,0,16,19,3,1
637,2412,8.98,0,20,23,2,1
638,2415,-0.03,0,2,5,3,1
639,2417,8.98,0,20,23,2,1
640,2420,8.97,0,20,23,3,1
641,2422,5.48,0,13,16,2,1
642,2427,9.45,0,21,24,5,1
643,2429,8.98,0,20,23,2,1
644,2438,8.41,0,19,22,9,1
645,2439,-1.01,0,0,3,1,1
646,2443,5.96,0,14,17,4,1
647,2446,8.97,0,20,23,3,1
648,2448,-0.52,0,1,4,2,1
649,2449,-1.01,0,0,3,1,1
650,2452,7.47,0,17,20,3,1
651,2456,8.96,0,20,23,4,1
652,2461,7.45,0,17,20,5,1
653,2466,4.45,0,11,14,5,1
654,2468,8.98,0,20,23,2,1
655,2473,9.45,0,21,24,5,1
656,2475,8.48,0,19,22,2,1
657,2480,8.95,0,20,23,5,1
658,2483,12.97,1,22,25,3,0
659,2486,5.97,0,14,17,3,1
660,2489,4.47,0,11,14,3,1
661,2496,9.43,0,21,24,7,1
662,2499,6.97,0,16,19,3,1
663,2503,8.96,0,20,23,4,1
664,2505,3.98,0,10,13,2,1
665,2509,9.46,0,21,24,4,1
666,2518,9.41,0,21,24,9,1
667,2520,8.98,0,20,23,2,1
668,2527,9.43,0,21,24,7,1
669,2531,0.46,0,3,6,4,1
670,2535,6.96,0,16,19,4,1
671,2543,7.92,0,18,21,8,1
672,2545,3.98,0,10,13,2,1
673,2548,5.97,0,14,17,3,1
674,2551,-0.03,0,2,5,3,1
675,2560,6.41,0,15,18,9,1
676,2562,8.98,0,20,23,2,1
677,2565,5.97,0,14,17,3,1
678,2568,5.97,0,14,17,3,1
679,2570,12.98,1,22,25,2,0
680,2573,8.47,0,19,22,3,1
681,2578,9.45,0,21,24,5,1
682,2584,9.44,0,21,24,6,1
683,2586,7.98,0,18,21,2,1
684,2587,-1.01,0,0,3,1,1
685,2591,7.96,0,18,21,4,1
686,2594,9.47,0,21,24,3,1
687,2595,-1.01,0,0,3,1,1
688,2597,-0.52,0,1,4,2,1
689,2604,8.93,0,20,23,7,1
690,2611,7.93,0,18,21,7,1
691,2614,6.47,0,15,18,3,1
692,2621,7.93,0,18,21,7,1
693,2625,5.46,0,13,16,4,1
694,2626,-1.01,0,0,3,1,1
695,2628,7.98,0,18,21,2,1
696,2631,7.97,0,18,21,3,1
697,2632,-1.01,0,0,3,1,1
698,2640,9.42,0,21,24,8,1
699,2646,9.44,0,21,24,6,1
700,2647,-1.01,0,0,3,1,1
701,2652,9.45,0,21,24,5,1
702,2655,5.47,0,13,16,3,1
703,2657,-0.52,0,1,4,2,1
704,2664,8.93,0,20,23,7,1
705,2673,8.91,0,20,23,9,1
706,2676,8.97,0,20,23,3,1
707,2679,-0.03,0,2,5,3,1
708,2684,8.45,0,19,22,5,1
709,2688,2.96,0,8,11,4,1
710,2695,7.93,0,18,21,7,1
711,2699,8.96,0,20,23,4,1
712,2702,8.47,0,19,22,3,1
713,2710,8.42,0,19,22,8,1
714,2715,6.95,0,16,19,5,1
715,2719,7.46,0,17,20,4,1
716,2726,7.43,0,17,20,7,1
717,2731,9.45,0,21,24,5,1
718,2734,5.97,0,14,17,3,1
719,2737,12.97,1,22,25,3,0
720,2741,6.46,0,15,18,4,1
721,2744,6.97,0,16,19,3,1
722,2747,7.47,0,17,20,3,1
723,2748,-1.01,0,0,3,1,1
724,2751,6.97,0,16,19,3,1
725,2754,9.47,0,21,24,3,1
726,2758,8.96,0,20,23,4,1
727,2762,8.96,0,20,23,4,1
728,2765,7.47,0,17,20,3,1
729,2769,8.96,0,20,23,4,1
730,2770,-1.01,0,0,3,1,1
731,2773,2.47,0,7,10,3,1
732,2776,6.97,0,16,19,3,1
733,2780,0.46,0,3,6,4,1
734,2784,12.96,1,22,25,4,0
735,2786,8.48,0,19,22,2,1
736,2788,5.98,0,14,17,2,1
737,2795,9.43,0,21,24,7,1
