episode,env_steps,ep_reward,win,safe_revealed,total_safe,ep_actions,mine_hit
233,5737,6.5,0,19,20,50,1
234,5749,2.18,0,7,8,12,1
235,5753,0.46,0,3,4,4,1
236,5771,4.57,0,12,13,18,1
237,5862,6.24,0,23,24,91,1
238,5956,5.51,0,22,23,94,1
239,5957,-1.01,0,0,1,1,1
240,5991,5.26,0,15,16,34,1
241,5996,0.95,0,4,5,5,1
242,6008,3.83,0,10,11,12,1
243,6073,7.25,0,22,23,65,1
244,6096,5.37,0,14,15,23,1
245,6099,-0.03,0,2,3,3,1
246,6109,2.85,0,8,9,10,1
247,6160,7.54,0,21,22,51,1
248,6173,3.77,0,10,11,13,1
249,6248,10.7,1,24,25,75,0
250,6256,2.42,0,7,8,8,1
251,6279,5.92,0,15,16,23,1
252,6301,4.88,0,13,14,22,1
253,6398,9.38,1,24,25,97,0
254,6399,-1.01,0,0,1,1,1
255,6407,0.77,0,4,5,8,1
256,6408,-1.01,0,0,1,1,1
257,6456,5.52,0,17,18,48,1
258,6474,4.02,0,11,12,18,1
259,6507,4.77,0,14,15,33,1
260,6514,1.38,0,5,6,7,1
261,6569,6.75,0,20,21,55,1
262,6581,3.28,0,9,10,12,1
263,6588,1.38,0,5,6,7,1
264,6600,3.83,0,10,11,12,1
265,6601,-1.01,0,0,1,1,1
266,6642,5.94,0,17,18,41,1
267,6643,-1.01,0,0,1,1,1
268,6760,3.58,0,21,22,117,1
269,6773,2.67,0,8,9,13,1
270,6799,5.74,0,15,16,26,1
271,6880,6.29,0,22,23,81,1
272,6881,-1.01,0,0,1,1,1
273,6950,6.46,0,21,22,69,1
274,6984,6.36,0,17,18,34,1
275,7009,6.9,0,17,18,25,1
276,7019,2.3,0,7,8,10,1
277,7021,-0.52,0,1,2,2,1
278,7051,3.85,0,12,13,30,1
279,7065,3.71,0,10,11,14,1
280,7122,11.78,1,24,25,57,0
281,7153,5.99,0,16,17,31,1
282,7190,6.18,0,17,18,37,1
283,7228,5.57,0,16,17,38,1
284,7319,6.24,0,23,24,91,1
285,7332,3.77,0,10,11,13,1
286,7353,3.29,0,10,11,21,1
287,7356,-0.03,0,2,3,3,1
288,7388,5.93,0,16,17,32,1
289,7407,3.96,0,11,12,19,1
290,7429,5.43,0,14,15,22,1
291,7444,4.2,0,11,12,15,1
292,7450,1.44,0,5,6,6,1
293,7488,5.57,0,16,17,38,1
294,7491,-0.03,0,2,3,3,1
295,7492,-1.01,0,0,1,1,1
296,7572,4.7,0,19,20,80,1
297,7574,-0.52,0,1,2,2,1
298,7633,5.41,0,18,19,59,1
299,7721,9.92,1,24,25,88,0
300,7765,6.86,0,19,20,44,1
301,7768,-0.03,0,2,3,3,1
302,7780,3.28,0,9,10,12,1
303,7790,2.85,0,8,9,10,1
304,7917,4.08,0,23,24,127,1
305,7918,-1.01,0,0,1,1,1
306,7921,-0.03,0,2,3,3,1
307,7973,8.03,0,22,23,52,1
308,7978,0.95,0,4,5,5,1
309,8028,8.7,0,23,24,50,1
310,8053,4.7,0,13,14,25,1
311,8088,5.75,0,16,17,35,1
312,8117,5.56,0,15,16,29,1
313,8119,-0.52,0,1,2,2,1
314,8151,4.83,0,14,15,32,1
315,8164,2.12,0,7,8,13,1
316,8233,5.91,0,20,21,69,1
317,8260,5.68,0,15,16,27,1
318,8335,7.2,0,23,24,75,1
319,8362,4.58,0,13,14,27,1
320,8412,5.95,0,18,19,50,1
321,8415,-0.03,0,2,3,3,1
322,8429,3.71,0,10,11,14,1
323,8432,-0.03,0,2,3,3,1
324,8486,5.71,0,18,19,54,1
325,8575,9.86,1,24,25,89,0
326,8607,7.03,0,18,19,32,1
327,8642,6.3,0,17,18,35,1
328,8648,1.44,0,5,6,6,1
329,8701,6.87,0,20,21,53,1
330,8724,5.92,0,15,16,23,1
331,8726,-0.52,0,1,2,2,1
332,8791,6.15,0,20,21,65,1
333,8819,5.07,0,14,15,28,1
334,8866,6.68,0,19,20,47,1
335,8892,5.74,0,15,16,26,1
336,8923,7.09,0,18,19,31,1
337,8953,5.5,0,15,16,30,1
338,8983,4.95,0,14,15,30,1
339,8989,1.44,0,5,6,6,1
340,9015,4.09,0,12,13,26,1
341,9049,6.36,0,17,18,34,1
342,9064,2.55,0,8,9,15,1
343,9081,4.63,0,12,13,17,1
344,9090,1.81,0,6,7,9,1
345,9132,7.53,0,20,21,42,1
346,9238,8.84,1,24,25,106,0
347,9295,8.28,0,23,24,57,1
348,9308,3.22,0,9,10,13,1
349,9320,3.28,0,9,10,12,1
350,9368,7.17,0,20,21,48,1
351,9372,0.46,0,3,4,4,1
352,9377,0.95,0,4,5,5,1
353,9396,4.51,0,12,13,19,1
354,9402,1.44,0,5,6,6,1
355,9451,7.66,0,21,22,49,1
356,9480,6.11,0,16,17,29,1
357,9509,7.21,0,18,19,29,1
358,9603,9.56,1,24,25,94,0
359,9622,3.41,0,10,11,19,1
360,9646,6.41,0,16,17,24,1
361,9681,4.65,0,14,15,35,1
362,9694,3.22,0,9,10,13,1
363,9760,7.19,0,22,23,66,1
364,9766,0.34,0,3,4,6,1
365,9790,4.76,0,13,14,24,1
366,9808,4.57,0,12,13,18,1
367,9819,2.79,0,8,9,11,1
368,9844,3.05,0,10,11,25,1
369,9846,-0.52,0,1,2,2,1
370,9869,5.92,0,15,16,23,1
371,9950,6.84,0,23,24,81,1
372,9960,2.85,0,8,9,10,1
373,10004,7.96,0,21,22,44,1
374,10092,9.92,1,24,25,88,0
375,10189,5.88,0,23,24,97,1
376,10202,3.22,0,9,10,13,1
377,10221,3.96,0,11,12,19,1
378,10225,0.46,0,3,4,4,1
379,10255,6.05,0,16,17,30,1
380,10341,6.54,0,23,24,86,1
381,10361,5.0,0,13,14,20,1
382,10448,5.38,0,21,22,87,1
383,10473,4.7,0,13,14,25,1
384,10517,7.96,0,21,22,44,1
385,10587,7.5,0,23,24,70,1
386,10629,7.53,0,20,21,42,1
387,10653,5.31,0,14,15,24,1
388,10658,0.95,0,4,5,5,1
389,10687,4.46,0,13,14,29,1
390,10695,1.87,0,6,7,8,1
391,10758,6.27,0,20,21,63,1
392,10798,7.1,0,19,20,40,1
393,10839,3.74,0,13,14,41,1
394,10842,-0.03,0,2,3,3,1
395,10895,7.42,0,21,22,53,1
396,10913,4.02,0,11,12,18,1
397,10940,4.03,0,12,13,27,1
398,10997,8.28,0,23,24,57,1
399,11023,6.29,0,16,17,26,1
400,11033,2.85,0,8,9,10,1
401,11041,2.42,0,7,8,8,1
402,11054,2.67,0,8,9,13,1
403,11093,7.16,0,19,20,39,1
404,11155,11.48,1,24,25,62,0
405,11156,-1.01,0,0,1,1,1
406,11175,3.41,0,10,11,19,1
407,11219,6.31,0,18,19,44,1
408,11225,1.44,0,5,6,6,1
409,11293,4.87,0,18,19,68,1
410,11307,4.26,0,11,12,14,1
411,11323,2.49,0,8,9,16,1
412,11340,4.63,0,12,13,17,1
413,11345,0.4,0,3,4,5,1
414,11373,6.17,0,16,17,28,1
415,11416,5.27,0,16,17,43,1
416,11452,6.24,0,17,18,36,1
417,11514,5.23,0,18,19,62,1
418,11519,-0.15,0,2,3,5,1
419,11638,8.06,1,24,25,119,0
420,11681,7.47,0,20,21,43,1
421,11754,4.57,0,18,19,73,1
422,11779,4.15,0,12,13,25,1
423,11805,5.19,0,14,15,26,1
424,11826,3.29,0,10,11,21,1
425,11828,-0.52,0,1,2,2,1
426,11833,0.4,0,3,4,5,1
427,11837,0.46,0,3,4,4,1
428,11875,5.57,0,16,17,38,1
429,11894,4.51,0,12,13,19,1
430,11911,4.08,0,11,12,17,1
431,11998,4.83,0,20,21,87,1
432,11999,-1.01,0,0,1,1,1
433,12009,2.3,0,7,8,10,1
434,12018,2.36,0,7,8,9,1
435,12019,-1.01,0,0,1,1,1
436,12072,4.67,0,16,17,53,1
437,12082,1.75,0,6,7,10,1
438,12142,6.45,0,20,21,60,1
439,12143,-1.01,0,0,1,1,1
440,12170,5.13,0,14,15,27,1
441,12201,5.44,0,15,16,31,1
442,12249,7.72,0,21,22,48,1
443,12257,1.87,0,6,7,8,1
444,12338,5.19,0,20,21,81,1
445,12393,4.55,0,16,17,55,1
446,12472,6.96,0,23,24,79,1
447,12529,6.63,0,20,21,57,1
448,12570,8.14,0,21,22,41,1
449,12572,-0.52,0,1,2,2,1
450,12593,4.94,0,13,14,21,1
451,12662,11.06,1,24,25,69,0
452,12707,7.35,0,20,21,45,1
453,12708,-1.01,0,0,1,1,1
454,12710,-0.52,0,1,2,2,1
455,12747,4.53,0,14,15,37,1
456,12808,6.94,0,21,22,61,1
457,12819,3.34,0,9,10,11,1
458,12827,2.42,0,7,8,8,1
459,12864,7.83,0,20,21,37,1
460,12927,6.82,0,21,22,63,1
461,12973,5.64,0,17,18,46,1
462,13017,5.21,0,16,17,44,1
463,13069,5.83,0,18,19,52,1
464,13075,0.89,0,4,5,6,1
465,13085,2.3,0,7,8,10,1
466,13089,0.46,0,3,4,4,1
467,13095,1.44,0,5,6,6,1
468,13096,-1.01,0,0,1,1,1
469,13115,3.96,0,11,12,19,1
470,13159,6.86,0,19,20,44,1
471,13165,1.44,0,5,6,6,1
472,13196,3.79,0,12,13,31,1
473,13200,0.46,0,3,4,4,1
474,13214,3.16,0,9,10,14,1
475,13222,1.87,0,6,7,8,1
476,13242,6.1,0,15,16,20,1
477,13281,6.61,0,18,19,39,1
478,13301,3.35,0,10,11,20,1
479,13385,10.16,1,24,25,84,0
480,13388,-0.03,0,2,3,3,1
481,13406,5.12,0,13,14,18,1
482,13462,7.24,0,21,22,56,1
483,13521,7.61,0,22,23,59,1
484,13562,9.24,0,23,24,41,1
485,13582,4.45,0,12,13,20,1
486,13612,3.85,0,12,13,30,1
487,13692,6.35,0,22,23,80,1
488,13707,3.65,0,10,11,15,1
489,13740,6.97,0,18,19,33,1
490,13771,6.54,0,17,18,31,1
491,13776,0.95,0,4,5,5,1
492,13784,1.32,0,5,6,8,1
493,13830,5.64,0,17,18,46,1
494,13919,6.36,0,23,24,89,1
495,13933,2.06,0,7,8,14,1
496,13950,3.53,0,10,11,17,1
497,13986,7.34,0,19,20,36,1
498,14062,6.04,0,21,22,76,1
499,14101,6.61,0,18,19,39,1
500,14113,2.18,0,7,8,12,1
501,14208,6.0,0,23,24,95,1
502,14212,0.46,0,3,4,4,1
503,14217,0.95,0,4,5,5,1
504,14244,5.68,0,15,16,27,1
505,14273,4.46,0,13,14,29,1
506,14339,7.19,0,22,23,66,1
507,14355,4.14,0,11,12,16,1
508,14375,5.0,0,13,14,20,1
509,14415,6.0,0,17,18,40,1
510,14428,3.22,0,9,10,13,1
511,14521,6.12,0,23,24,93,1
512,14531,3.4,0,9,10,10,1
513,14554,4.27,0,12,13,23,1
514,14568,3.71,0,10,11,14,1
515,14603,4.65,0,14,15,35,1
516,14609,1.44,0,5,6,6,1
517,14611,-0.52,0,1,2,2,1
518,14623,2.73,0,8,9,12,1
519,14679,5.59,0,18,19,56,1
520,14682,-0.03,0,2,3,3,1
521,14693,1.69,0,6,7,11,1
522,14698,0.4,0,3,4,5,1
523,14718,3.9,0,11,12,20,1
524,14726,1.87,0,6,7,8,1
525,14734,2.42,0,7,8,8,1
526,14737,-0.03,0,2,3,3,1
527,14763,2.99,0,10,11,26,1
528,14792,7.21,0,18,19,29,1
529,14806,2.61,0,8,9,14,1
530,14826,4.45,0,12,13,20,1
531,14859,5.87,0,16,17,33,1
532,14864,0.95,0,4,5,5,1
533,14886,5.43,0,14,15,22,1
534,14922,4.59,0,14,15,36,1
535,14935,3.22,0,9,10,13,1
536,14947,2.18,0,7,8,12,1
537,14960,2.67,0,8,9,13,1
538,14965,0.95,0,4,5,5,1
539,14970,0.95,0,4,5,5,1
540,14994,5.31,0,14,15,24,1
541,15009,4.2,0,11,12,15,1
542,15055,5.64,0,17,18,46,1
543,15077,4.88,0,13,14,22,1
544,15095,5.12,0,13,14,18,1
545,15127,3.73,0,12,13,32,1
546,15140,3.22,0,9,10,13,1
547,15193,7.42,0,21,22,53,1
548,15195,-0.52,0,1,2,2,1
549,15260,11.3,1,24,25,65,0
550,15279,3.41,0,10,11,19,1
551,15314,6.85,0,18,19,35,1
552,15329,3.65,0,10,11,15,1
553,15397,7.62,0,23,24,68,1
554,15504,4.73,0,22,23,107,1
555,15516,3.83,0,10,11,12,1
556,15551,4.65,0,14,15,35,1
557,15583,4.83,0,14,15,32,1
558,15594,2.24,0,7,8,11,1
559,15597,-0.03,0,2,3,3,1
560,15602,0.95,0,4,5,5,1
561,15609,1.93,0,6,7,7,1
562,15742,7.22,1,24,25,133,0
563,15748,0.89,0,4,5,6,1
564,15803,6.75,0,20,21,55,1
565,15842,3.86,0,13,14,39,1
566,15854,2.73,0,8,9,12,1
567,15873,5.06,0,13,14,19,1
568,15883,2.3,0,7,8,10,1
569,15939,11.84,1,24,25,56,0
570,16013,7.26,0,23,24,74,1
571,16074,11.54,1,24,25,61,0
572,16155,6.29,0,22,23,81,1
573,16187,7.58,0,19,20,32,1
574,16220,4.77,0,14,15,33,1
575,16233,2.12,0,7,8,13,1
576,16234,-1.01,0,0,1,1,1
577,16261,4.03,0,12,13,27,1
578,16319,6.57,0,20,21,58,1
579,16335,3.59,0,10,11,16,1
580,16340,0.4,0,3,4,5,1
581,16380,6.0,0,17,18,40,1
582,16407,5.68,0,15,16,27,1
583,16453,6.74,0,19,20,46,1
584,16540,5.93,0,22,23,87,1
585,16550,2.3,0,7,8,10,1
586,16573,4.27,0,12,13,23,1
587,16773,0.65,1,23,24,200,0
588,16835,6.88,0,21,22,62,1
589,16878,6.37,0,18,19,43,1
590,16941,7.37,0,22,23,63,1
591,16946,0.4,0,3,4,5,1
592,16951,0.95,0,4,5,5,1
593,16974,5.92,0,15,16,23,1
594,17004,6.6,0,17,18,30,1
595,17103,5.76,0,23,24,99,1
596,17166,6.82,0,21,22,63,1
597,17205,7.71,0,20,21,39,1
598,17235,6.05,0,16,17,30,1
599,17324,5.26,0,21,22,89,1
600,17333,1.81,0,6,7,9,1
601,17386,6.32,0,19,20,53,1
602,17395,1.81,0,6,7,9,1
603,17457,6.88,0,21,22,62,1
604,17466,1.81,0,6,7,9,1
605,17473,1.93,0,6,7,7,1
606,17474,-1.01,0,0,1,1,1
607,17482,1.32,0,5,6,8,1
608,17488,0.89,0,4,5,6,1
609,17518,7.15,0,18,19,30,1
610,17553,6.3,0,17,18,35,1
611,17556,-0.03,0,2,3,3,1
612,17614,11.72,1,24,25,58,0
613,17669,7.85,0,22,23,55,1
614,17784,4.8,0,23,24,115,1
615,17853,11.06,1,24,25,69,0
616,17858,0.95,0,4,5,5,1
617,17867,2.36,0,7,8,9,1
618,17879,2.73,0,8,9,12,1
619,17907,6.17,0,16,17,28,1
620,17910,-0.03,0,2,3,3,1
621,17938,4.52,0,13,14,28,1
622,17984,6.74,0,19,20,46,1
623,18066,10.28,1,24,25,82,0
624,18095,5.01,0,14,15,29,1
625,18109,3.16,0,9,10,14,1
626,18128,4.51,0,12,13,19,1
627,18129,-1.01,0,0,1,1,1
628,18183,5.16,0,17,18,54,1
629,18215,5.38,0,15,16,32,1
630,18223,1.87,0,6,7,8,1
631,18227,0.46,0,3,4,4,1
632,18245,3.47,0,10,11,18,1
633,18296,6.44,0,19,20,51,1
634,18345,6.56,0,19,20,49,1
635,18367,7.08,0,17,18,22,1
636,18447,6.9,0,23,24,80,1
637,18475,5.07,0,14,15,28,1
638,18496,4.94,0,13,14,21,1
639,18510,2.06,0,7,8,14,1
640,18598,6.42,0,23,24,88,1
641,18654,7.24,0,21,22,56,1
642,18668,3.71,0,10,11,14,1
643,18705,6.18,0,17,18,37,1
644,18706,-1.01,0,0,1,1,1
645,18717,3.34,0,9,10,11,1
646,18738,3.84,0,11,12,21,1
647,18782,6.86,0,19,20,44,1
648,18835,7.97,0,22,23,53,1
649,18851,4.69,0,12,13,16,1
650,18866,3.65,0,10,11,15,1
651,18869,-0.03,0,2,3,3,1
652,18911,7.53,0,20,21,42,1
653,18915,0.46,0,3,4,4,1
654,18948,6.42,0,17,18,33,1
655,18970,4.33,0,12,13,22,1
656,18983,3.22,0,9,10,13,1
657,18985,-0.52,0,1,2,2,1
658,18995,2.3,0,7,8,10,1
659,18998,-0.03,0,2,3,3,1
660,19020,4.88,0,13,14,22,1
661,19028,1.87,0,6,7,8,1
662,19080,8.03,0,22,23,52,1
663,19087,1.38,0,5,6,7,1
664,19090,-0.03,0,2,3,3,1
665,19134,6.86,0,19,20,44,1
666,19173,4.96,0,15,16,39,1
667,19195,4.88,0,13,14,22,1
668,19204,1.26,0,5,6,9,1
669,19254,6.5,0,19,20,50,1
670,19261,1.38,0,5,6,7,1
671,19288,5.13,0,14,15,27,1
672,19311,5.92,0,15,16,23,1
673,19344,6.42,0,17,18,33,1
674,19420,6.04,0,21,22,76,1
675,19421,-1.01,0,0,1,1,1
676,19428,0.83,0,4,5,7,1
677,19435,1.93,0,6,7,7,1
678,19460,6.9,0,17,18,25,1
679,19557,9.38,1,24,25,97,0
680,19572,5.3,0,13,14,15,1
681,19603,5.99,0,16,17,31,1
682,19669,6.09,0,20,21,66,1
683,19672,-0.03,0,2,3,3,1
684,19677,0.95,0,4,5,5,1
685,19692,4.2,0,11,12,15,1
686,19715,4.27,0,12,13,23,1
687,19724,2.36,0,7,8,9,1
688,19775,7.54,0,21,22,51,1
689,19779,-0.09,0,2,3,4,1
690,19787,2.42,0,7,8,8,1
691,19796,2.36,0,7,8,9,1
692,19864,11.12,1,24,25,68,0
693,19867,-0.03,0,2,3,3,1
694,19871,0.46,0,3,4,4,1
695,19878,1.93,0,6,7,7,1
696,19918,6.0,0,17,18,40,1
697,19973,6.75,0,20,21,55,1
698,19985,3.28,0,9,10,12,1
699,20006,4.39,0,12,13,21,1
700,20018,3.28,0,9,10,12,1
701,20063,7.35,0,20,21,45,1
702,20110,5.03,0,16,17,47,1
703,20112,-0.52,0,1,2,2,1
704,20119,1.38,0,5,6,7,1
705,20156,5.08,0,15,16,37,1
706,20172,3.59,0,10,11,16,1
707,20204,5.38,0,15,16,32,1
708,20206,-0.52,0,1,2,2,1
709,20282,7.14,0,23,24,76,1
710,20289,1.93,0,6,7,7,1
711,20313,5.86,0,15,16,24,1
712,20334,4.39,0,12,13,21,1
713,20347,2.67,0,8,9,13,1
714,20373,5.19,0,14,15,26,1
715,20459,5.99,0,22,23,86,1
716,20493,7.46,0,19,20,34,1
717,20507,3.71,0,10,11,14,1
718,20594,6.48,0,23,24,87,1
719,20606,3.28,0,9,10,12,1
720,20731,4.2,0,23,24,125,1
721,20779,6.07,0,18,19,48,1
722,20788,2.91,0,8,9,9,1
723,20798,1.75,0,6,7,10,1
724,20883,5.5,0,21,22,85,1
725,20956,7.32,0,23,24,73,1
726,21054,9.32,1,24,25,98,0
727,21139,10.1,1,24,25,85,0
728,21148,1.81,0,6,7,9,1
729,21229,10.34,1,24,25,81,0
730,21249,3.35,0,10,11,20,1
