episode,env_steps,ep_reward,win,safe_revealed,total_safe,ep_actions,mine_hit
142,1831,6.34,0,15,16,16,1
143,1842,3.89,0,10,11,11,1
144,1858,6.34,0,15,16,16,1
145,1881,9.77,0,22,23,23,1
146,1885,0.46,0,3,4,4,1
147,1892,1.93,0,6,7,7,1
148,1893,-1.01,0,0,1,1,1
149,1895,-0.52,0,1,2,2,1
150,1900,0.95,0,4,5,5,1
151,1914,5.36,0,13,14,14,1
152,1921,1.93,0,6,7,7,1
153,1926,0.95,0,4,5,5,1
154,1928,-0.52,0,1,2,2,1
155,1952,13.76,1,24,25,24,0
156,1969,6.83,0,16,17,17,1
157,1975,1.44,0,5,6,6,1
158,1985,3.4,0,9,10,10,1
159,1992,1.93,0,6,7,7,1
160,2009,6.83,0,16,17,17,1
161,2029,8.3,0,19,20,20,1
162,2050,8.79,0,20,21,21,1
163,2063,4.87,0,12,13,13,1
164,2066,-0.03,0,2,3,3,1
165,2072,1.44,0,5,6,6,1
166,2095,9.77,0,22,23,23,1
167,2100,0.95,0,4,5,5,1
168,2121,8.79,0,20,21,21,1
169,2135,5.36,0,13,14,14,1
170,2151,6.34,0,15,16,16,1
171,2175,13.76,1,24,25,24,0
172,2189,5.36,0,13,14,14,1
173,2202,4.87,0,12,13,13,1
174,2224,9.28,0,21,22,22,1
175,2243,7.81,0,18,19,19,1
176,2267,13.76,1,24,25,24,0
177,2282,5.85,0,14,15,15,1
178,2284,-0.52,0,1,2,2,1
179,2286,-0.52,0,1,2,2,1
180,2294,2.42,0,7,8,8,1
181,2296,-0.52,0,1,2,2,1
182,2313,6.83,0,16,17,17,1
183,2329,6.34,0,15,16,16,1
184,2340,3.89,0,10,11,11,1
185,2358,7.32,0,17,18,18,1
186,2376,7.32,0,17,18,18,1
187,2389,4.87,0,12,13,13,1
188,2412,9.77,0,22,23,23,1
189,2424,4.38,0,11,12,12,1
190,2442,7.32,0,17,18,18,1
191,2462,8.3,0,19,20,20,1
192,2475,4.87,0,12,13,13,1
193,2476,-1.01,0,0,1,1,1
194,2488,4.38,0,11,12,12,1
195,2507,7.81,0,18,19,19,1
196,2519,4.38,0,11,12,12,1
197,2526,1.93,0,6,7,7,1
198,2542,6.34,0,15,16,16,1
199,2543,-1.01,0,0,1,1,1
200,2555,4.38,0,11,12,12,1
201,2559,0.46,0,3,4,4,1
202,2573,5.36,0,13,14,14,1
203,2576,-0.03,0,2,3,3,1
204,2592,6.34,0,15,16,16,1
205,2600,2.42,0,7,8,8,1
206,2606,1.44,0,5,6,6,1
207,2615,2.91,0,8,9,9,1
208,2639,10.26,0,23,24,24,1
209,2653,5.36,0,13,14,14,1
210,2663,3.4,0,9,10,10,1
211,2684,8.79,0,20,21,21,1
212,2705,8.79,0,20,21,21,1
213,2711,1.44,0,5,6,6,1
214,2725,5.36,0,13,14,14,1
215,2747,9.28,0,21,22,22,1
216,2770,9.77,0,22,23,23,1
217,2775,0.95,0,4,5,5,1
218,2797,9.28,0,21,22,22,1
219,2813,6.34,0,15,16,16,1
220,2815,-0.52,0,1,2,2,1
221,2832,6.83,0,16,17,17,1
222,2842,3.4,0,9,10,10,1
223,2858,6.34,0,15,16,16,1
224,2863,0.95,0,4,5,5,1
225,2869,1.44,0,5,6,6,1
226,2874,0.95,0,4,5,5,1
227,2883,2.91,0,8,9,9,1
228,2895,4.38,0,11,12,12,1
229,2912,6.83,0,16,17,17,1
230,2936,10.26,0,23,24,24,1
231,2955,7.81,0,18,19,19,1
232,2958,-0.03,0,2,3,3,1
233,2977,7.81,0,18,19,19,1
234,2984,1.93,0,6,7,7,1
235,2992,2.42,0,7,8,8,1
236,3006,5.36,0,13,14,14,1
237,3023,6.83,0,16,17,17,1
238,3029,1.44,0,5,6,6,1
239,3046,6.83,0,16,17,17,1
240,3067,8.79,0,20,21,21,1
241,3076,2.91,0,8,9,9,1
242,3081,0.95,0,4,5,5,1
243,3105,10.26,0,23,24,24,1
244,3118,4.87,0,12,13,13,1
245,3127,2.91,0,8,9,9,1
246,3135,2.42,0,7,8,8,1
247,3154,7.81,0,18,19,19,1
248,3158,0.46,0,3,4,4,1
249,3159,-1.01,0,0,1,1,1
250,3175,6.34,0,15,16,16,1
251,3192,6.83,0,16,17,17,1
252,3207,5.85,0,14,15,15,1
253,3208,-1.01,0,0,1,1,1
254,3209,-1.01,0,0,1,1,1
255,3220,3.89,0,10,11,11,1
256,3223,-0.03,0,2,3,3,1
257,3243,8.3,0,19,20,20,1
258,3254,3.89,0,10,11,11,1
259,3264,3.4,0,9,10,10,1
260,3288,10.26,0,23,24,24,1
261,3294,1.44,0,5,6,6,1
262,3305,3.89,0,10,11,11,1
263,3329,13.76,1,24,25,24,0
264,3330,-1.01,0,0,1,1,1
265,3351,8.79,0,20,21,21,1
266,3369,7.32,0,17,18,18,1
267,3376,1.93,0,6,7,7,1
268,3382,1.44,0,5,6,6,1
269,3392,3.4,0,9,10,10,1
270,3414,9.28,0,21,22,22,1
271,3428,5.36,0,13,14,14,1
272,3448,8.3,0,19,20,20,1
273,3467,7.81,0,18,19,19,1
274,3477,3.4,0,9,10,10,1
275,3478,-1.01,0,0,1,1,1
276,3481,-0.03,0,2,3,3,1
277,3504,9.77,0,22,23,23,1
278,3515,3.89,0,10,11,11,1
279,3534,7.81,0,18,19,19,1
280,3557,9.77,0,22,23,23,1
281,3573,6.34,0,15,16,16,1
282,3580,1.93,0,6,7,7,1
283,3601,8.79,0,20,21,21,1
284,3623,9.28,0,21,22,22,1
285,3636,4.87,0,12,13,13,1
286,3651,5.85,0,14,15,15,1
287,3652,-1.01,0,0,1,1,1
288,3676,10.26,0,23,24,24,1
289,3692,6.34,0,15,16,16,1
290,3701,2.91,0,8,9,9,1
291,3720,7.81,0,18,19,19,1
292,3734,5.36,0,13,14,14,1
293,3757,9.77,0,22,23,23,1
294,3771,5.36,0,13,14,14,1
295,3780,2.91,0,8,9,9,1
296,3793,4.87,0,12,13,13,1
297,3805,4.38,0,11,12,12,1
298,3820,5.85,0,14,15,15,1
299,3821,-1.01,0,0,1,1,1
300,3845,13.76,1,24,25,24,0
301,3853,2.42,0,7,8,8,1
302,3860,1.93,0,6,7,7,1
303,3884,10.26,0,23,24,24,1
304,3906,9.28,0,21,22,22,1
305,3913,1.93,0,6,7,7,1
306,3915,-0.52,0,1,2,2,1
307,3937,9.28,0,21,22,22,1
308,3958,8.79,0,20,21,21,1
309,3976,7.32,0,17,18,18,1
310,3979,-0.03,0,2,3,3,1
311,3989,3.4,0,9,10,10,1
312,4006,6.83,0,16,17,17,1
313,4021,5.85,0,14,15,15,1
314,4041,8.3,0,19,20,20,1
315,4042,-1.01,0,0,1,1,1
316,4051,2.91,0,8,9,9,1
317,4066,5.85,0,14,15,15,1
318,4089,9.77,0,22,23,23,1
319,4093,0.46,0,3,4,4,1
320,4117,10.26,0,23,24,24,1
321,4121,0.46,0,3,4,4,1
322,4127,1.44,0,5,6,6,1
323,4129,-0.52,0,1,2,2,1
324,4151,9.28,0,21,22,22,1
325,4160,2.91,0,8,9,9,1
326,4184,13.76,1,24,25,24,0
327,4204,8.3,0,19,20,20,1
328,4213,2.91,0,8,9,9,1
329,4217,0.46,0,3,4,4,1
330,4235,7.32,0,17,18,18,1
331,4254,7.81,0,18,19,19,1
332,4255,-1.01,0,0,1,1,1
333,4256,-1.01,0,0,1,1,1
334,4273,6.83,0,16,17,17,1
335,4274,-1.01,0,0,1,1,1
336,4297,9.77,0,22,23,23,1
337,4301,0.46,0,3,4,4,1
338,4312,3.89,0,10,11,11,1
339,4336,10.26,0,23,24,24,1
340,4346,3.4,0,9,10,10,1
341,4364,7.32,0,17,18,18,1
342,4383,7.81,0,18,19,19,1
343,4395,4.38,0,11,12,12,1
344,4411,6.34,0,15,16,16,1
345,4414,-0.03,0,2,3,3,1
346,4425,3.89,0,10,11,11,1
347,4441,6.34,0,15,16,16,1
348,4463,9.28,0,21,22,22,1
349,4464,-1.01,0,0,1,1,1
350,4474,3.4,0,9,10,10,1
351,4482,2.42,0,7,8,8,1
352,4488,1.44,0,5,6,6,1
353,4493,0.95,0,4,5,5,1
354,4512,7.81,0,18,19,19,1
355,4514,-0.52,0,1,2,2,1
356,4538,10.26,0,23,24,24,1
357,4561,9.77,0,22,23,23,1
358,4563,-0.52,0,1,2,2,1
359,4583,8.3,0,19,20,20,1
360,4604,8.79,0,20,21,21,1
361,4614,3.4,0,9,10,10,1
362,4625,3.89,0,10,11,11,1
363,4626,-1.01,0,0,1,1,1
364,4646,8.3,0,19,20,20,1
365,4654,2.42,0,7,8,8,1
366,4660,1.44,0,5,6,6,1
367,4680,8.3,0,19,20,20,1
368,4698,7.32,0,17,18,18,1
369,4706,2.42,0,7,8,8,1
370,4713,1.93,0,6,7,7,1
371,4733,8.3,0,19,20,20,1
372,4736,-0.03,0,2,3,3,1
373,4751,5.85,0,14,15,15,1
374,4755,0.46,0,3,4,4,1
375,4766,3.89,0,10,11,11,1
376,4773,1.93,0,6,7,7,1
377,4776,-0.03,0,2,3,3,1
378,4784,2.42,0,7,8,8,1
379,4801,6.83,0,16,17,17,1
380,4825,13.76,1,24,25,24,0
381,4833,2.42,0,7,8,8,1
382,4857,13.76,1,24,25,24,0
383,4860,-0.03,0,2,3,3,1
384,4875,5.85,0,14,15,15,1
385,4878,-0.03,0,2,3,3,1
386,4890,4.38,0,11,12,12,1
387,4901,3.89,0,10,11,11,1
388,4911,3.4,0,9,10,10,1
389,4934,9.77,0,22,23,23,1
390,4938,0.46,0,3,4,4,1
391,4950,4.38,0,11,12,12,1
392,4965,5.85,0,14,15,15,1
393,4980,5.85,0,14,15,15,1
394,4989,2.91,0,8,9,9,1
395,5005,6.34,0,15,16,16,1
396,5006,-1.01,0,0,1,1,1
397,5025,7.81,0,18,19,19,1
398,5029,0.46,0,3,4,4,1
399,5037,2.42,0,7,8,8,1
400,5047,3.4,0,9,10,10,1
401,5054,1.93,0,6,7,7,1
402,5078,10.26,0,23,24,24,1
403,5079,-1.01,0,0,1,1,1
404,5087,2.42,0,7,8,8,1
405,5094,1.93,0,6,7,7,1
406,5107,4.87,0,12,13,13,1
407,5119,4.38,0,11,12,12,1
408,5128,2.91,0,8,9,9,1
409,5130,-0.52,0,1,2,2,1
410,5145,5.85,0,14,15,15,1
411,5146,-1.01,0,0,1,1,1
412,5158,4.38,0,11,12,12,1
413,5180,9.28,0,21,22,22,1
414,5189,2.91,0,8,9,9,1
415,5205,6.34,0,15,16,16,1
416,5212,1.93,0,6,7,7,1
417,5213,-1.01,0,0,1,1,1
418,5220,1.93,0,6,7,7,1
419,5239,7.81,0,18,19,19,1
420,5255,6.34,0,15,16,16,1
421,5263,2.42,0,7,8,8,1
422,5284,8.79,0,20,21,21,1
423,5304,8.3,0,19,20,20,1
424,5311,1.93,0,6,7,7,1
425,5332,8.79,0,20,21,21,1
426,5344,4.38,0,11,12,12,1
427,5356,4.38,0,11,12,12,1
428,5370,5.36,0,13,14,14,1
429,5381,3.89,0,10,11,11,1
430,5382,-1.01,0,0,1,1,1
431,5404,9.28,0,21,22,22,1
432,5423,7.81,0,18,19,19,1
433,5445,9.28,0,21,22,22,1
434,5469,13.76,1,24,25,24,0
435,5490,8.79,0,20,21,21,1
436,5514,13.76,1,24,25,24,0
437,5526,4.38,0,11,12,12,1
438,5533,1.93,0,6,7,7,1
439,5547,5.36,0,13,14,14,1
440,5552,0.95,0,4,5,5,1
441,5569,6.83,0,16,17,17,1
442,5585,6.34,0,15,16,16,1
443,5599,5.36,0,13,14,14,1
444,5619,8.3,0,19,20,20,1
445,5635,6.34,0,15,16,16,1
446,5640,0.95,0,4,5,5,1
447,5663,9.77,0,22,23,23,1
448,5668,0.95,0,4,5,5,1
449,5689,8.79,0,20,21,21,1
450,5707,7.32,0,17,18,18,1
451,5723,6.34,0,15,16,16,1
452,5742,7.81,0,18,19,19,1
453,5763,8.79,0,20,21,21,1
454,5766,-0.03,0,2,3,3,1
455,5784,7.32,0,17,18,18,1
456,5785,-1.01,0,0,1,1,1
457,5800,5.85,0,14,15,15,1
458,5802,-0.52,0,1,2,2,1
459,5826,13.76,1,24,25,24,0
460,5835,2.91,0,8,9,9,1
461,5840,0.95,0,4,5,5,1
462,5853,4.87,0,12,13,13,1
463,5869,6.34,0,15,16,16,1
464,5875,1.44,0,5,6,6,1
465,5888,4.87,0,12,13,13,1
466,5891,-0.03,0,2,3,3,1
467,5902,3.89,0,10,11,11,1
468,5926,10.26,0,23,24,24,1
469,5946,8.3,0,19,20,20,1
470,5962,6.34,0,15,16,16,1
471,5974,4.38,0,11,12,12,1
472,5980,1.44,0,5,6,6,1
473,5998,7.32,0,17,18,18,1
474,6020,9.28,0,21,22,22,1
475,6038,7.32,0,17,18,18,1
476,6040,-0.52,0,1,2,2,1
477,6048,2.42,0,7,8,8,1
478,6056,2.42,0,7,8,8,1
479,6071,5.85,0,14,15,15,1
480,6085,5.36,0,13,14,14,1
481,6099,5.36,0,13,14,14,1
482,6104,0.95,0,4,5,5,1
483,6127,9.77,0,22,23,23,1
484,6147,8.3,0,19,20,20,1
485,6171,10.26,0,23,24,24,1
486,6173,-0.52,0,1,2,2,1
487,6194,8.79,0,20,21,21,1
488,6208,5.36,0,13,14,14,1
489,6213,0.95,0,4,5,5,1
490,6236,9.77,0,22,23,23,1
491,6260,10.26,0,23,24,24,1
492,6284,10.26,0,23,24,24,1
493,6304,8.3,0,19,20,20,1
494,6326,9.28,0,21,22,22,1
495,6329,-0.03,0,2,3,3,1
496,6334,0.95,0,4,5,5,1
497,6358,10.26,0,23,24,24,1
498,6363,0.95,0,4,5,5,1
499,6376,4.87,0,12,13,13,1
500,6400,10.26,0,23,24,24,1
501,6411,3.89,0,10,11,11,1
502,6432,8.79,0,20,21,21,1
503,6446,5.36,0,13,14,14,1
504,6459,4.87,0,12,13,13,1
505,6461,-0.52,0,1,2,2,1
506,6468,1.93,0,6,7,7,1
507,6471,-0.03,0,2,3,3,1
508,6489,7.32,0,17,18,18,1
509,6493,0.46,0,3,4,4,1
510,6494,-1.01,0,0,1,1,1
511,6512,7.32,0,17,18,18,1
512,6536,13.76,1,24,25,24,0
513,6540,0.46,0,3,4,4,1
514,6552,4.38,0,11,12,12,1
515,6556,0.46,0,3,4,4,1
516,6572,6.34,0,15,16,16,1
517,6583,3.89,0,10,11,11,1
518,6592,2.91,0,8,9,9,1
519,6594,-0.52,0,1,2,2,1
520,6613,7.81,0,18,19,19,1
521,6637,13.76,1,24,25,24,0
522,6654,6.83,0,16,17,17,1
523,6667,4.87,0,12,13,13,1
524,6685,7.32,0,17,18,18,1
525,6709,10.26,0,23,24,24,1
526,6727,7.32,0,17,18,18,1
527,6730,-0.03,0,2,3,3,1
528,6731,-1.01,0,0,1,1,1
529,6742,3.89,0,10,11,11,1
530,6760,7.32,0,17,18,18,1
531,6783,9.77,0,22,23,23,1
532,6804,8.79,0,20,21,21,1
533,6822,7.32,0,17,18,18,1
534,6836,5.36,0,13,14,14,1
535,6839,-0.03,0,2,3,3,1
536,6862,9.77,0,22,23,23,1
537,6865,-0.03,0,2,3,3,1
538,6885,8.3,0,19,20,20,1
539,6898,4.87,0,12,13,13,1
540,6922,13.76,1,24,25,24,0
541,6939,6.83,0,16,17,17,1
542,6960,8.79,0,20,21,21,1
543,6966,1.44,0,5,6,6,1
544,6976,3.4,0,9,10,10,1
545,6986,3.4,0,9,10,10,1
546,7001,5.85,0,14,15,15,1
547,7005,0.46,0,3,4,4,1
548,7014,2.91,0,8,9,9,1
549,7021,1.93,0,6,7,7,1
550,7040,7.81,0,18,19,19,1
551,7048,2.42,0,7,8,8,1
552,7063,5.85,0,14,15,15,1
553,7081,7.32,0,17,18,18,1
554,7100,7.81,0,18,19,19,1
555,7102,-0.52,0,1,2,2,1
556,7112,3.4,0,9,10,10,1
557,7118,1.44,0,5,6,6,1
558,7139,8.79,0,20,21,21,1
559,7150,3.89,0,10,11,11,1
560,7165,5.85,0,14,15,15,1
561,7168,-0.03,0,2,3,3,1
562,7186,7.32,0,17,18,18,1
563,7189,-0.03,0,2,3,3,1
564,7191,-0.52,0,1,2,2,1
565,7214,9.77,0,22,23,23,1
566,7220,1.44,0,5,6,6,1
567,7236,6.34,0,15,16,16,1
568,7248,4.38,0,11,12,12,1
569,7268,8.3,0,19,20,20,1
570,7290,9.28,0,21,22,22,1
571,7295,0.95,0,4,5,5,1
572,7315,8.3,0,19,20,20,1
573,7329,5.36,0,13,14,14,1
574,7334,0.95,0,4,5,5,1
575,7356,9.28,0,21,22,22,1
576,7364,2.42,0,7,8,8,1
577,7380,6.34,0,15,16,16,1
578,7393,4.87,0,12,13,13,1
579,7416,9.77,0,22,23,23,1
580,7426,3.4,0,9,10,10,1
581,7446,8.3,0,19,20,20,1
582,7467,8.79,0,20,21,21,1
583,7490,9.77,0,22,23,23,1
584,7511,8.79,0,20,21,21,1
585,7518,1.93,0,6,7,7,1
586,7542,10.26,0,23,24,24,1
587,7552,3.4,0,9,10,10,1
588,7569,6.83,0,16,17,17,1
589,7592,9.77,0,22,23,23,1
590,7595,-0.03,0,2,3,3,1
591,7597,-0.52,0,1,2,2,1
592,7618,8.79,0,20,21,21,1
593,7641,9.77,0,22,23,23,1
594,7663,9.28,0,21,22,22,1
595,7680,6.83,0,16,17,17,1
596,7695,5.85,0,14,15,15,1
597,7710,5.85,0,14,15,15,1
598,7732,9.28,0,21,22,22,1
599,7733,-1.01,0,0,1,1,1
600,7734,-1.01,0,0,1,1,1
601,7744,3.4,0,9,10,10,1
602,7768,13.76,1,24,25,24,0
603,7775,1.93,0,6,7,7,1
604,7783,2.42,0,7,8,8,1
605,7798,5.85,0,14,15,15,1
606,7815,6.83,0,16,17,17,1
607,7829,5.36,0,13,14,14,1
608,7850,8.79,0,20,21,21,1
609,7863,4.87,0,12,13,13,1
610,7886,9.77,0,22,23,23,1
611,7895,2.91,0,8,9,9,1
612,7907,4.38,0,11,12,12,1
613,7925,7.32,0,17,18,18,1
614,7933,2.42,0,7,8,8,1
615,7945,4.38,0,11,12,12,1
616,7960,5.85,0,14,15,15,1
617,7979,7.81,0,18,19,19,1
618,7982,-0.03,0,2,3,3,1
619,7986,0.46,0,3,4,4,1
620,8009,9.77,0,22,23,23,1
621,8029,8.3,0,19,20,20,1
622,8053,10.26,0,23,24,24,1
623,8077,13.76,1,24,25,24,0
624,8099,9.28,0,21,22,22,1
625,8104,0.95,0,4,5,5,1
626,8116,4.38,0,11,12,12,1
627,8130,5.36,0,13,14,14,1
628,8150,8.3,0,19,20,20,1
629,8157,1.93,0,6,7,7,1
630,8181,13.76,1,24,25,24,0
631,8182,-1.01,0,0,1,1,1
632,8197,5.85,0,14,15,15,1
633,8208,3.89,0,10,11,11,1
634,8219,3.89,0,10,11,11,1
635,8230,3.89,0,10,11,11,1
636,8234,0.46,0,3,4,4,1
637,8239,0.95,0,4,5,5,1
638,8246,1.93,0,6,7,7,1
639,8249,-0.03,0,2,3,3,1
640,8261,4.38,0,11,12,12,1
641,8264,-0.03,0,2,3,3,1
642,8281,6.83,0,16,17,17,1
643,8290,2.91,0,8,9,9,1
644,8312,9.28,0,21,22,22,1
645,8318,1.44,0,5,6,6,1
646,8342,13.76,1,24,25,24,0
647,8352,3.4,0,9,10,10,1
648,8357,0.95,0,4,5,5,1
649,8362,0.95,0,4,5,5,1
650,8377,5.85,0,14,15,15,1
651,8378,-1.01,0,0,1,1,1
652,8396,7.32,0,17,18,18,1
653,8418,9.28,0,21,22,22,1
654,8423,0.95,0,4,5,5,1
655,8426,-0.03,0,2,3,3,1
656,8435,2.91,0,8,9,9,1
657,8452,6.83,0,16,17,17,1
658,8474,9.28,0,21,22,22,1
659,8486,4.38,0,11,12,12,1
660,8509,9.77,0,22,23,23,1
661,8520,3.89,0,10,11,11,1
662,8521,-1.01,0,0,1,1,1
663,8538,6.83,0,16,17,17,1
664,8548,3.4,0,9,10,10,1
665,8570,9.28,0,21,22,22,1
666,8573,-0.03,0,2,3,3,1
667,8577,0.46,0,3,4,4,1
668,8578,-1.01,0,0,1,1,1
669,8601,9.77,0,22,23,23,1
670,8603,-0.52,0,1,2,2,1
671,8609,1.44,0,5,6,6,1
672,8613,0.46,0,3,4,4,1
673,8633,8.3,0,19,20,20,1
674,8649,6.34,0,15,16,16,1
675,8665,6.34,0,15,16,16,1
676,8689,13.76,1,24,25,24,0
677,8708,7.81,0,18,19,19,1
678,8723,5.85,0,14,15,15,1
679,8729,1.44,0,5,6,6,1
680,8731,-0.52,0,1,2,2,1
681,8751,8.3,0,19,20,20,1
682,8773,9.28,0,21,22,22,1
683,8791,7.32,0,17,18,18,1
684,8809,7.32,0,17,18,18,1
685,8822,4.87,0,12,13,13,1
686,8841,7.81,0,18,19,19,1
687,8844,-0.03,0,2,3,3,1
688,8855,3.89,0,10,11,11,1
689,8869,5.36,0,13,14,14,1
690,8877,2.42,0,7,8,8,1
691,8901,10.26,0,23,24,24,1
692,8917,6.34,0,15,16,16,1
693,8934,6.83,0,16,17,17,1
694,8948,5.36,0,13,14,14,1
695,8971,9.77,0,22,23,23,1
696,8995,13.76,1,24,25,24,0
697,9014,7.81,0,18,19,19,1
698,9015,-1.01,0,0,1,1,1
699,9039,10.26,0,23,24,24,1
700,9054,5.85,0,14,15,15,1
701,9066,4.38,0,11,12,12,1
702,9084,7.32,0,17,18,18,1
703,9085,-1.01,0,0,1,1,1
704,9106,8.79,0,20,21,21,1
705,9107,-1.01,0,0,1,1,1
706,9127,8.3,0,19,20,20,1
707,9130,-0.03,0,2,3,3,1
708,9141,3.89,0,10,11,11,1
709,9143,-0.52,0,1,2,2,1
710,9158,5.85,0,14,15,15,1
711,9161,-0.03,0,2,3,3,1
712,9169,2.42,0,7,8,8,1
713,9185,6.34,0,15,16,16,1
714,9194,2.91,0,8,9,9,1
715,9196,-0.52,0,1,2,2,1
716,9220,13.76,1,24,25,24,0
717,9230,3.4,0,9,10,10,1
718,9254,13.76,1,24,25,24,0
719,9277,9.77,0,22,23,23,1
720,9294,6.83,0,16,17,17,1
721,9296,-0.52,0,1,2,2,1
722,9306,3.4,0,9,10,10,1
723,9328,9.28,0,21,22,22,1
724,9351,9.77,0,22,23,23,1
725,9368,6.83,0,16,17,17,1
726,9373,0.95,0,4,5,5,1
727,9381,2.42,0,7,8,8,1
728,9391,3.4,0,9,10,10,1
729,9406,5.85,0,14,15,15,1
730,9414,2.42,0,7,8,8,1
